City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
233,Awassa,ET,2022-02-01 16:33:53,7.05,38.4667,67.32,36,79,4.85
234,East London,ZA,2022-02-01 16:30:10,-33.0153,27.9116,76.14,88,75,5.75
235,Rio Claro,BR,2022-02-01 16:33:54,-22.4114,-47.5614,78.62,93,100,2.33
236,Mandurah,AU,2022-02-01 16:33:54,-32.55,115.7,70.21,54,11,23.67
237,Nioro,GM,2022-02-01 16:33:54,13.35,-15.75,102.58,7,4,13.47
238,Kemalpasa,TR,2022-02-01 16:33:55,38.4262,27.4173,52.38,86,100,5.08
239,Constantine,DZ,2022-02-01 16:33:55,36.365,6.6147,45.81,57,75,21.85
240,Kristiinankaupunki,FI,2022-02-01 16:33:55,62.2743,21.376,8.85,98,94,4.94
241,Yar-Sale,RU,2022-02-01 16:33:56,66.8333,70.8333,-15.65,99,66,6.73
242,Upernavik,GL,2022-02-01 16:33:56,72.7868,-56.1549,-17.91,77,100,5.95
243,Butaritari,KI,2022-02-01 16:33:56,3.0707,172.7902,81.28,77,98,12.66
244,Sakakah,SA,2022-02-01 16:33:57,29.9697,40.2064,54.97,40,0,6.8
245,Longyearbyen,SJ,2022-02-01 16:33:57,78.2186,15.6401,21.04,63,20,10.36
246,Albion,US,2022-02-01 16:33:57,42.2431,-84.753,42.85,59,0,14.97
247,Kuusamo,FI,2022-02-01 16:33:58,65.9667,29.1833,12.24,92,100,4.61
248,Yumen,CN,2022-02-01 16:33:58,40.2833,97.2,18.93,28,67,1.57
249,Disna,BY,2022-02-01 16:33:58,55.568,28.1971,21.24,96,99,6.24
250,Raga,SS,2022-02-01 16:33:59,8.4596,25.678,77.02,19,2,4.03
251,San Jose,US,2022-02-01 16:33:06,37.3394,-121.895,51.26,86,40,1.99
252,Cidreira,BR,2022-02-01 16:31:53,-30.1811,-50.2056,75.85,63,91,9.06
253,Plettenberg Bay,ZA,2022-02-01 16:33:59,-34.0527,23.3716,77.0,80,54,4.07
254,Hienghene,NC,2022-02-01 16:34:00,-20.6833,164.9333,77.58,80,80,1.83
255,Avera,US,2022-02-01 16:34:00,33.194,-82.5271,54.91,56,0,10.54
